Method,MU,FE,UR,Avg.
forget05MK,0.6049,0.8363,0.492
forget05GA+KL,0.0,0.864,0.5
forget05GA+GD,0.306,0.8767,0.5
forget10GA+KL,0.0,0.9556,0.501
forget10GA+GD,0.5337,0.9392,0.501
forget01MK,0.6328,0.7007,0.551
forget01GA+KL,0.5749,0.6785,0.487
forget01GA+GD,0.5757,0.6803,0.484
